shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
47,39.5346565247,-0.4934942722,63
47,39.5378417969,-0.4979777634,64
47,39.5440292358,-0.5084609985,65
47,39.5441627502,-0.5100917816,66
47,39.5433349609,-0.5139539838,67
47,39.5425071716,-0.5179023743,68
47,39.5429039001,-0.5215072632,69
47,39.5443611145,-0.523481369,70
47,39.5498657227,-0.5279861093,71
47,39.5555725098,-0.5316972136,72
47,39.5575141907,-0.5335879326,73
47,39.55884552,-0.5347681046,74
47,39.561832428,-0.5359194279,75
47,39.5629730225,-0.536699295,76
47,39.5686645508,-0.5419166684,77
47,39.5722846985,-0.5460548401,78
47,39.5827636719,-0.5622777939,79
47,39.5927238464,-0.5780805349,80
47,39.5988807678,-0.5839277506,81
47,39.6020507812,-0.5881977081,82
47,39.6091270447,-0.595407486,83
47,39.6152114868,-0.5952358246,84
47,39.6228408813,-0.590277791,85
48,39.0840072632,-0.5160138607,1
48,39.1170501709,-0.5235260129,2
48,39.1438064575,-0.5187610984,3
48,39.1737976074,-0.5158861279,4
48,39.193813324,-0.5102638602,5
48,39.216293335,-0.5196194649,6
48,39.2267990112,-0.5249416828,7
48,39.2495574951,-0.4919772148,8
48,39.2629394531,-0.4748860002,9
48,39.2894058228,-0.4640861154,10
48,39.3218841553,-0.4667472243,11
48,39.3532447815,-0.4736869931,12
48,39.3630371094,-0.4648583233,13
48,39.3848648071,-0.4672611058,14
48,39.3939056396,-0.4640137851,15
48,39.4231338501,-0.4606527686,16
48,39.4346466064,-0.4609861076,17
48,39.4364585876,-0.4604816437,18
48,39.4372215271,-0.4593658447,19
48,39.4369888306,-0.4566192627,20
48,39.4331207275,-0.4371583462,21
48,39.4322624207,-0.4180611074,22
48,39.4408111572,-0.4106472135,23
48,39.4510345459,-0.4028027654,24
48,39.4545707703,-0.3983833194,25
48,39.456451416,-0.3905083239,26
48,39.4592018127,-0.3845416605,27
48,39.4662017822,-0.3816333413,28
48,39.4703025818,-0.3850361109,29
48,39.4788665771,-0.3912055492,30
48,39.4846305847,-0.3950361013,31
48,39.4910316467,-0.3993369341,32
48,39.4995765686,-0.4021083415,33
48,39.5084152222,-0.4067361057,34
48,39.5135307312,-0.4119972289,35
48,39.5195045471,-0.4144555628,36
48,39.5287094116,-0.4075777829,37
48,39.5366096497,-0.4028777778,38
48,39.5435295105,-0.388461113,39
48,39.549987793,-0.3897444308,40
48,39.5665817261,-0.4053777754,41
48,39.5819320679,-0.4431444407,42
48,39.5906066895,-0.4575305581,43
59,39.4632530212,-0.3258508444,1
59,39.4631004333,-0.3294720054,2
59,39.4632453918,-0.3339729905,3
59,39.4649391174,-0.3382369876,4
69,39.5433349609,-0.5594444275,1
69,39.5380554199,-0.5466666818,2
69,39.5172233582,-0.5158333182,3
69,39.4988899231,-0.4844444394,4
69,39.4926490784,-0.4672361016,5
69,39.4895896912,-0.4590654373,6
69,39.4848327637,-0.4505681992,7
69,39.481086731,-0.441880554,8
69,39.4776191711,-0.4331833422,9
69,39.4760093689,-0.4243694544,10
69,39.4738235474,-0.418305546,11
69,39.4706573486,-0.4076305628,12
69,39.4682197571,-0.397574991,13
69,39.4679946899,-0.3952932358,14
69,39.4703025818,-0.3850361109,15
69,39.4700584412,-0.3835344315,16
69,39.4679870605,-0.3801333904,17
69,39.4671859741,-0.3773750067,18
69,39.4668693542,-0.3749406338,19
69,39.4701461792,-0.3709277809,20
69,39.4717063904,-0.3687286377,21
69,39.4731559753,-0.3653166592,22
69,39.4737930298,-0.3639221191,23
69,39.4780044556,-0.361905545,24
69,39.4802856445,-0.360660553,25
69,39.4809837341,-0.3597056866,26
69,39.4837875366,-0.3630638123,27
69,39.4848518372,-0.3623333275,28
69,39.4924316406,-0.3587944508,29
69,39.4937133789,-0.3581687808,30
69,39.4948043823,-0.3569108248,31
69,39.4956626892,-0.3552222252,32
69,39.4962348938,-0.3542017937,33
69,39.4967727661,-0.3533649445,34
69,39.4977531433,-0.3525924683,35
69,39.4990310669,-0.3521203995,36
69,39.5007629395,-0.352327764,37
70,39.5007629395,-0.352327764,1
70,39.4993400574,-0.3521633148,2
70,39.4989738464,-0.3521203995,3
70,39.4979476929,-0.3524637222,4
70,39.4968223572,-0.3533649445,5
70,39.496181488,-0.3541964293,6
70,39.4956626892,-0.3552222252,7
70,39.4947738647,-0.356913507,8
70,39.4937400818,-0.358171463,9
70,39.4924316406,-0.3587944508,10
70,39.4848518372,-0.3623333275,11
70,39.4838409424,-0.3630638123,12
70,39.4810905457,-0.3597164154,13
70,39.4803924561,-0.360660553,14
70,39.4780044556,-0.361905545,15
70,39.4738998413,-0.3639221191,16
70,39.4731559753,-0.3653166592,17
70,39.4718132019,-0.3687286377,18
70,39.4701461792,-0.3709277809,19
70,39.4669761658,-0.3749513626,20
70,39.4671859741,-0.3773750067,21
70,39.4680709839,-0.3801441193,22
70,39.4689331055,-0.3819036484,23
70,39.4701576233,-0.3835344315,24
70,39.4703025818,-0.3850361109,25
70,39.4681053162,-0.3952932358,26
70,39.4682197571,-0.397574991,27
70,39.4706573486,-0.4076305628,28
70,39.4738235474,-0.418305546,29
70,39.4760093689,-0.4243694544,30
70,39.4776191711,-0.4331833422,31
70,39.481086731,-0.441880554,32
70,39.4848327637,-0.4505681992,33
70,39.4895896912,-0.4590654373,34
70,39.4926490784,-0.4672361016,35
70,39.4988899231,-0.4844444394,36
70,39.5172233582,-0.5158333182,37
70,39.5380554199,-0.5466666818,38
70,39.5433349609,-0.5594444275,39
73,39.4647216797,-0.3774769902,1
73,39.4639129639,-0.3695310056,2
73,39.4593734741,-0.3651100099,3
73,39.4524459839,-0.3601250052,4
73,39.4525909424,-0.3532159925,5
73,39.4520378113,-0.3473420143,6
73,39.4501495361,-0.3384079933,7
73,39.4498901367,-0.3346740007,8
74,39.4498901367,-0.3346740007,1
74,39.4501495361,-0.3384079933,2
74,39.4520378113,-0.3473420143,3
74,39.4525909424,-0.3532159925,4
74,39.4524459839,-0.3601250052,5
74,39.4593734741,-0.3651100099,6
74,39.4639129639,-0.3695310056,7
74,39.4647216797,-0.3774769902,8
